country,country_code,indicator,indicator_code,year,value
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1960,3749265014.69971
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1961,4118647627.04746
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1962,4310163796.72407
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1963,4630827383.45233
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1964,5204955900.88198
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1965,5929231415.37169
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1966,6561108777.82444
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1967,7464510709.7858
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1968,8041999160.0168
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1969,8683116337.67325
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1970,10027509449.811
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1971,10665896682.0664
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1972,9415016359.56604
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1973,6383429490.21091
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1974,8899191919.19192
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1975,11230606060.6061
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1976,13168080808.0808
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1977,15126060606.0606
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1978,17811515151.5152
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1979,19688383838.3838
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1980,23654444444.4444
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1981,28100606060.6061
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1982,30725971563.981
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1983,28691889763.7795
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1984,31151825467.4978
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1985,31144920844.3272
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1986,31899070055.7967
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1987,33351529274.6869
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1988,38472742808.3167
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1989,40171106279.0078
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1990,40010423970.4576
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1991,45625336680.2047
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1992,48884671947.4657
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1993,51809999353.1614
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1994,52293470813.1336
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1995,60636071684.1918
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1996,63320170084.4076
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1997,62433340468.0228
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1998,62191955814.3478
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1999,62973857068.5113
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,2000,99484802344.5277
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,2001,97145618479.9038
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,2002,97923302809.3537
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,2003,112371913740.823
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,2004,132216048339.413
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,2005,145208562960.767
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,2006,161871385506.36
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,2007,184140869997.46
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,2008,202203748583.854
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,2009,187337783856.466
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,2010,196709621849.586
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,2011,230586581059.665
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,2012,250106966104.704
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,2013,258657231672.412
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,2014,271390474857.632
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,2015,299963590534.773
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,2016,313630000130.435
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,2017,339205534861.1
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,2018,356128166704.921
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,2019,320909472770.669
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,2020,300425609817.981
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,2021,348516647445.148
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,2022,374890295666.694
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,2023,337885531778.052
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,2024,373071855731.539
